,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation
3476,1478,30,2954,2017-12-14,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,0092-11-10 00:00:00,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0,46,3 New Castle Terrace,3032,VIC,Australia,8
3477,10746,98,2954,2017-12-24,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,0105-01-17 00:00:00,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0,46,3 New Castle Terrace,3032,VIC,Australia,8
3478,12163,21,2954,2017-03-13,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,0097-04-06 00:00:00,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0,46,3 New Castle Terrace,3032,VIC,Australia,8
3479,15632,30,2954,2017-02-19,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,0092-11-10 00:00:00,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0,46,3 New Castle Terrace,3032,VIC,Australia,8
3480,944,42,1278,2017-07-31,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,0109-03-21 00:00:00,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,21,41 Knutson Alley,4370,QLD,Australia,4
3481,6228,16,1278,2017-03-16,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,0095-09-10 00:00:00,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,21,41 Knutson Alley,4370,QLD,Australia,4
3482,7785,20,1278,2017-02-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,0111-05-07 00:00:00,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,21,41 Knutson Alley,4370,QLD,Australia,4
3483,13151,33,1278,2017-10-27,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,0093-10-12 00:00:00,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,21,41 Knutson Alley,4370,QLD,Australia,4
3484,945,83,3047,2017-04-13,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,0094-04-21 00:00:00,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58,85 Northland Circle,2077,NSW,Australia,10
3485,8273,5,3047,2017-01-09,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,0112-08-30 00:00:00,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58,85 Northland Circle,2077,NSW,Australia,10
3486,10338,40,3047,2017-10-24,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,0112-05-10 00:00:00,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58,85 Northland Circle,2077,NSW,Australia,10
3487,13070,15,3047,2017-11-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,0110-03-10 00:00:00,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58,85 Northland Circle,2077,NSW,Australia,10
3488,13993,68,3047,2017-09-18,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,0107-05-24 00:00:00,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58,85 Northland Circle,2077,NSW,Australia,10
3489,946,78,2097,2017-04-15,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,0105-07-27 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3490,7453,15,2097,2017-04-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,0106-12-09 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3491,8239,12,2097,2017-05-05,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,0105-08-19 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3492,8808,12,2097,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,0105-08-19 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3493,8872,10,2097,2017-05-22,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,0115-03-05 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3494,17604,80,2097,2017-01-23,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,0098-01-26 00:00:00,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,32,4081 Lighthouse Bay Alley,4053,QLD,Australia,9
3495,948,97,1601,2017-04-09,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,0117-03-31 00:00:00,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,27,5447 Buell Hill,2567,NSW,Australia,9
3496,1489,83,1601,2017-08-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,0114-09-18 00:00:00,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,27,5447 Buell Hill,2567,NSW,Australia,9
3497,4972,21,1601,2017-12-11,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,0097-04-06 00:00:00,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,27,5447 Buell Hill,2567,NSW,Australia,9
3498,5179,67,1601,2017-04-12,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,0106-10-24 00:00:00,Nita,McCarthy,Female,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,27,5447 Buell Hill,2567,NSW,Australia,9
3499,949,50,1724,2017-08-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,0096-12-19 00:00:00,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,21,5676 Golf View Junction,2137,NSW,Australia,12
3500,1953,5,1724,2017-09-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,0092-11-07 00:00:00,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,21,5676 Golf View Junction,2137,NSW,Australia,12
3501,11882,0,1724,2017-05-31,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,0095-07-13 00:00:00,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,21,5676 Golf View Junction,2137,NSW,Australia,12
3502,12966,0,1724,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,0113-09-17 00:00:00,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,21,5676 Golf View Junction,2137,NSW,Australia,12
3503,950,21,175,2017-10-16,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,0097-04-06 00:00:00,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44,52273 Bay Place,3145,VIC,Australia,11
3504,4202,25,175,2017-07-30,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,0117-02-05 00:00:00,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44,52273 Bay Place,3145,VIC,Australia,11
3505,16131,80,175,2017-04-23,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,0098-01-26 00:00:00,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44,52273 Bay Place,3145,VIC,Australia,11
3506,16304,96,175,2017-10-27,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,0103-10-12 00:00:00,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44,52273 Bay Place,3145,VIC,Australia,11
3507,19365,43,175,2017-03-17,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,0100-12-05 00:00:00,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44,52273 Bay Place,3145,VIC,Australia,11
3508,953,49,2481,2017-06-23,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,0102-11-27 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3509,1795,72,2481,2017-07-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,0107-05-24 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3510,3084,53,2481,2017-06-02,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,0112-08-25 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3511,3802,89,2481,2017-09-30,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,0117-03-31 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3512,5824,12,2481,2017-12-10,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,0105-08-19 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3513,5875,87,2481,2017-01-23,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,0104-09-11 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3514,8147,90,2481,2017-01-03,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,0117-03-31 00:00:00,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,41,51800 Meadow Vale Point,3023,VIC,Australia,7
3515,956,40,152,2017-05-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,0107-02-04 00:00:00,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,N,No,16.0,39,992 Old Shore Trail,2069,NSW,Australia,12
3516,11768,63,152,2017-07-25,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0099-12-18 00:00:00,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,N,No,16.0,39,992 Old Shore Trail,2069,NSW,Australia,12
3517,958,15,233,2017-12-13,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,0106-12-09 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3518,1013,64,233,2017-05-29,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,0113-05-20 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3519,5096,40,233,2017-02-08,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,0107-02-04 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3520,6385,70,233,2017-09-01,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,0116-04-12 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3521,13005,98,233,2017-05-15,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,0105-01-17 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3522,13155,62,233,2017-07-25,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,0094-06-24 00:00:00,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,33,2 Northridge Street,2508,NSW,Australia,10
3523,960,65,802,2017-03-18,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,0116-05-22 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3524,2885,60,802,2017-08-02,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,0112-08-25 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3525,7874,98,802,2017-09-26,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,0105-01-17 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3526,9204,99,802,2017-06-07,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,0095-08-11 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3527,11574,24,802,2017-05-11,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,0112-05-08 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3528,14212,72,802,2017-02-20,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,0117-12-08 00:00:00,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,34,845 Talisman Pass,4210,QLD,Australia,7
3529,961,40,2924,2017-10-27,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,0107-10-03 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3530,1376,23,2924,2017-07-16,0.0,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88,0092-11-10 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3531,5793,49,2924,2017-01-20,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,0113-06-06 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3532,15738,58,2924,2017-03-17,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,0116-05-22 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3533,17094,95,2924,2017-03-08,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,0103-10-12 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3534,17194,24,2924,2017-10-20,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,0117-11-24 00:00:00,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32,90 Nobel Way,3166,VIC,Australia,10
3535,965,50,82,2017-10-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,0103-03-24 00:00:00,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,54,2083 Spaight Court,3977,VIC,Australia,8
3536,1346,7,82,2017-02-20,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,0093-10-12 00:00:00,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,54,2083 Spaight Court,3977,VIC,Australia,8
3537,5214,0,82,2017-03-30,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,0094-07-16 00:00:00,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,54,2083 Spaight Court,3977,VIC,Australia,8
3538,13623,21,82,2017-10-08,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,0115-03-05 00:00:00,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,54,2083 Spaight Court,3977,VIC,Australia,8
3539,16665,89,82,2017-05-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,0111-06-09 00:00:00,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19.0,54,2083 Spaight Court,3977,VIC,Australia,8
3540,968,36,1138,2017-08-28,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,0100-07-21 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3541,2333,3,1138,2017-01-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0112-04-17 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3542,3691,75,1138,2017-04-05,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,0098-01-26 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3543,7027,10,1138,2017-08-13,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,0097-11-10 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3544,13313,35,1138,2017-04-07,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,0095-07-13 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3545,19009,2,1138,2017-05-31,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,0092-11-07 00:00:00,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,28,6 Dapin Park,4503,QLD,Australia,6
3546,969,97,2979,2017-03-20,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,0117-03-31 00:00:00,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18.0,43,8594 Warner Park,3053,VIC,Australia,6
3547,6787,36,2979,2017-01-31,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,0096-12-19 00:00:00,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18.0,43,8594 Warner Park,3053,VIC,Australia,6
3548,8633,43,2979,2017-08-25,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,0100-12-05 00:00:00,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18.0,43,8594 Warner Park,3053,VIC,Australia,6
3549,18388,68,2979,2017-09-07,1.0,Cancelled,OHM Cycles,Standard,medium,medium,1636.9,44.71,0111-08-22 00:00:00,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18.0,43,8594 Warner Park,3053,VIC,Australia,6
3550,971,23,3273,2017-10-26,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,0094-04-13 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3551,1443,4,3273,2017-02-03,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,0104-03-19 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3552,2828,42,3273,2017-03-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,0104-09-10 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3553,3943,17,3273,2017-07-21,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,0111-11-07 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3554,6610,3,3273,2017-09-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0100-07-21 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3555,10387,68,3273,2017-07-15,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,0110-04-14 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3556,18948,3,3273,2017-06-07,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0112-08-25 00:00:00,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42,8551 Mayfield Court,3175,VIC,Australia,12
3557,972,5,316,2017-12-17,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,0104-02-09 00:00:00,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,44,4270 Loeprich Lane,3064,VIC,Australia,7
3558,1776,32,316,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,0096-12-19 00:00:00,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,44,4270 Loeprich Lane,3064,VIC,Australia,7
3559,11143,25,316,2017-12-19,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,0092-08-05 00:00:00,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,44,4270 Loeprich Lane,3064,VIC,Australia,7
3560,14155,35,316,2017-02-06,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,0100-07-21 00:00:00,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,44,4270 Loeprich Lane,3064,VIC,Australia,7
3561,975,0,1904,2017-08-23,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,0106-05-12 00:00:00,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,42,7450 Prairie Rose Drive,2868,NSW,Australia,1
3562,7053,0,1904,2017-08-21,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,0105-08-09 00:00:00,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,42,7450 Prairie Rose Drive,2868,NSW,Australia,1
3563,12916,4,1904,2017-10-24,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0111-08-22 00:00:00,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,42,7450 Prairie Rose Drive,2868,NSW,Australia,1
3564,976,63,1589,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0105-08-19 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3565,2724,63,1589,2017-04-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,0110-03-10 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3566,4147,3,1589,2017-04-21,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0105-07-27 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3567,5192,15,1589,2017-09-12,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,0111-05-07 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3568,5652,45,1589,2017-10-30,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,0099-12-18 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3569,16299,3,1589,2017-12-19,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,0101-05-24 00:00:00,Walker,Bartalot,Male,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,30,78000 Arrowood Center,2775,NSW,Australia,9
3570,978,0,2210,2017-11-11,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,0106-05-12 00:00:00,Kirby,Cameron,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,34,2 Goodland Lane,3977,VIC,Australia,5
3571,2116,96,2210,2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,0114-06-11 00:00:00,Kirby,Cameron,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,34,2 Goodland Lane,3977,VIC,Australia,5
3572,7265,0,2210,2017-09-20,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,0113-12-04 00:00:00,Kirby,Cameron,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,34,2 Goodland Lane,3977,VIC,Australia,5
3573,12324,91,2210,2017-08-04,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,0115-10-12 00:00:00,Kirby,Cameron,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,34,2 Goodland Lane,3977,VIC,Australia,5
